property_id,state,city,price,area_sqft,bedrooms,bathrooms,lot_size_acres,year_built,rental_income,mainroad_access,airconditioning,garage_parking,school_rating,walkability_score,preferred_area,tax_rate,maintenance_cost
11086,Nevada,Carson City,360290.0,1326.0,4.0,4.0,0.25,1973,1155.0,No,Yes,2.0,3.0,33.0,Yes,0.75,5939.0
11087,Florida,Tampa,880517.0,3529.0,5.0,2.0,1.76,2021,1889.0,No,No,1.0,3.0,57.0,No,1.66,1961.0
11088,Illinois,Springfield,318272.0,4452.0,2.0,4.0,1.24,2008,991.0,Yes,No,2.0,6.0,55.0,Yes,0.74,1906.0
11089,Georgia,Columbus,256157.0,1046.0,3.0,2.0,3.55,1970,571.0,No,Yes,2.0,5.0,72.0,No,2.93,1407.0
11090,Illinois,Peoria,283199.0,4027.0,1.0,3.0,1.01,2011,1093.0,Yes,No,,5.0,91.0,Yes,1.92,5623.0
11091,Arizona,Mesa,,784.0,1.0,2.0,4.03,1998,3750.0,No,No,0.0,10.0,7.0,No,1.04,4851.0
11092,California,San Francisco,4363153.0,1532.0,2.0,2.0,4.29,1965,13689.0,Yes,No,3.0,3.0,90.0,No,1.48,1805.0
11093,Illinois,Naperville,1469298.0,933.0,4.0,3.0,3.51,1960,3600.0,No,No,3.0,,75.0,Yes,1.95,2033.0
11094,Illinois,Springfield,356090.0,3473.0,4.0,3.0,1.9,1972,1586.0,No,No,2.0,6.0,3.0,No,2.95,2144.0
11095,New York,New York City,3259633.0,2457.0,1.0,4.0,4.74,2002,13460.0,No,Yes,3.0,7.0,68.0,Yes,2.04,3722.0
11096,Nevada,Reno,,4010.0,2.0,,4.51,1984,,No,Yes,1.0,5.0,5.0,No,2.66,4924.0
11097,Texas,San Antonio,512427.0,2628.0,3.0,4.0,2.86,1979,1500.0,Yes,No,1.0,3.0,6.0,No,1.88,1005.0
11098,Nevada,Reno,1472253.0,4698.0,4.0,2.0,2.89,1952,4116.0,No,Yes,3.0,5.0,77.0,No,1.08,2038.0
11099,Georgia,Augusta,732936.0,3432.0,3.0,3.0,2.27,2015,2155.0,No,No,2.0,3.0,76.0,Yes,0.54,3161.0
11100,Nevada,Carson City,719245.0,671.0,3.0,4.0,4.44,2010,2265.0,Yes,No,0.0,6.0,96.0,No,0.56,2955.0
11101,Arizona,Mesa,935575.0,1540.0,5.0,2.0,4.75,1999,3622.0,Yes,Yes,3.0,7.0,41.0,Yes,0.55,2562.0
11102,Georgia,Atlanta,639979.0,1228.0,2.0,3.0,0.11,1975,2950.0,Yes,Yes,0.0,3.0,17.0,Yes,1.02,5725.0
11103,Nevada,Reno,523773.0,1023.0,,3.0,2.39,1954,1912.0,Yes,Yes,3.0,7.0,8.0,Yes,2.72,3458.0
11104,Texas,San Antonio,465140.0,2425.0,3.0,3.0,3.4,1959,2083.0,Yes,Yes,3.0,8.0,31.0,No,2.71,6288.0
11105,Florida,Orlando,986550.0,4451.0,5.0,1.0,2.02,1958,2484.0,No,Yes,3.0,4.0,74.0,No,0.7,2152.0
11106,California,San Francisco,3576661.0,734.0,1.0,,0.6,1977,7620.0,Yes,No,3.0,7.0,6.0,No,2.28,1361.0
11107,Illinois,Naperville,,1286.0,4.0,2.0,1.04,2014,4790.0,No,Yes,0.0,4.0,71.0,Yes,2.59,1348.0
11108,Arizona,Phoenix,888818.0,1799.0,1.0,2.0,3.51,1974,4325.0,Yes,Yes,1.0,8.0,94.0,Yes,0.9,3719.0
11109,Georgia,Augusta,495604.0,2609.0,1.0,4.0,0.16,2005,1881.0,No,Yes,0.0,4.0,98.0,No,0.92,
11110,Florida,Miami,1764815.0,964.0,2.0,3.0,0.27,1989,5175.0,Yes,Yes,,8.0,14.0,No,0.81,2023.0
11111,Nevada,Henderson,656943.0,,5.0,1.0,4.26,2013,3240.0,No,Yes,0.0,4.0,12.0,No,1.28,1914.0
11112,Illinois,Chicago,1163638.0,3587.0,4.0,4.0,3.94,1976,3956.0,Yes,Yes,1.0,,59.0,No,2.75,2548.0
11113,Illinois,Peoria,411218.0,2037.0,1.0,4.0,4.04,1952,1617.0,No,No,0.0,9.0,28.0,Yes,0.87,6264.0
11114,Nevada,Reno,703865.0,3106.0,2.0,1.0,4.85,2009,2246.0,Yes,No,0.0,4.0,35.0,Yes,2.76,4325.0
11115,New York,New York City,821420.0,969.0,1.0,2.0,4.76,2009,2056.0,Yes,No,2.0,7.0,27.0,No,,5844.0
11116,Florida,Miami,611238.0,1073.0,1.0,4.0,0.48,1954,1902.0,No,Yes,0.0,1.0,69.0,No,2.12,1789.0
11117,California,San Francisco,5794986.0,2067.0,1.0,1.0,3.57,1971,,Yes,No,0.0,9.0,55.0,Yes,2.88,6962.0
11118,Illinois,Naperville,1541885.0,4311.0,1.0,2.0,2.7,2020,6602.0,No,Yes,0.0,5.0,81.0,No,2.62,4282.0
11119,Nevada,Carson City,389802.0,1275.0,5.0,1.0,0.62,1981,1382.0,No,Yes,1.0,5.0,97.0,No,1.16,3798.0
11120,New York,New York City,2267160.0,4214.0,1.0,4.0,0.63,1964,8147.0,Yes,Yes,3.0,9.0,53.0,No,1.39,3576.0
11121,Texas,Austin,1591157.0,2436.0,5.0,1.0,2.19,1992,6111.0,No,No,2.0,6.0,70.0,Yes,2.83,4666.0
11122,Georgia,Columbus,501338.0,1123.0,3.0,1.0,1.98,1988,2075.0,No,Yes,3.0,9.0,81.0,Yes,2.7,2648.0
11123,Florida,Miami,2434717.0,3531.0,3.0,4.0,1.13,1988,,No,Yes,3.0,,26.0,Yes,2.07,1600.0
11124,Illinois,Peoria,215295.0,3280.0,3.0,,2.37,1977,654.0,No,Yes,3.0,6.0,60.0,No,2.7,4865.0
11125,Texas,Austin,1936484.0,2312.0,4.0,1.0,1.09,1979,9481.0,Yes,Yes,2.0,9.0,46.0,Yes,0.77,3605.0
11126,Georgia,Columbus,,1484.0,5.0,2.0,4.23,1997,990.0,Yes,No,3.0,10.0,21.0,No,2.81,2136.0
11127,Illinois,Springfield,208229.0,,5.0,3.0,4.14,1979,,No,No,0.0,,74.0,Yes,2.96,2816.0
11128,Florida,Tampa,478307.0,1127.0,1.0,2.0,0.36,2006,1560.0,Yes,Yes,3.0,10.0,42.0,Yes,2.86,1426.0
11129,Georgia,Atlanta,1304672.0,1574.0,3.0,3.0,0.49,2020,4930.0,No,No,0.0,1.0,75.0,No,1.6,3506.0
11130,California,Sacramento,,3483.0,1.0,4.0,4.91,2000,3012.0,No,No,3.0,1.0,17.0,No,2.95,3035.0
11131,New York,Albany,467349.0,944.0,3.0,,3.22,1998,1530.0,No,No,2.0,2.0,81.0,Yes,1.55,2690.0
11132,Illinois,Peoria,466109.0,1059.0,1.0,3.0,1.17,2007,1522.0,No,No,1.0,10.0,58.0,Yes,2.78,4201.0
11133,New York,Buffalo,288681.0,1963.0,4.0,1.0,0.27,1970,659.0,Yes,Yes,0.0,10.0,46.0,Yes,2.18,
11134,California,San Diego,1597229.0,,3.0,3.0,1.58,1994,4212.0,Yes,No,2.0,1.0,8.0,Yes,0.57,5929.0
11135,Florida,Jacksonville,511551.0,4442.0,5.0,2.0,0.23,1950,1580.0,No,No,3.0,,36.0,Yes,2.67,2330.0
11136,Texas,Austin,1617663.0,4448.0,,3.0,1.74,1994,4670.0,Yes,No,3.0,9.0,53.0,No,0.83,1963.0
11137,Texas,Dallas,1051522.0,1832.0,3.0,,4.01,1997,5084.0,Yes,Yes,2.0,8.0,95.0,No,2.48,2793.0
11138,Arizona,Phoenix,1267518.0,3749.0,3.0,2.0,2.28,1981,6183.0,Yes,Yes,1.0,2.0,91.0,Yes,1.6,2404.0
11139,California,Los Angeles,1101380.0,4009.0,,4.0,3.97,2009,5380.0,Yes,No,0.0,9.0,42.0,No,2.64,2686.0
11140,Texas,San Antonio,516375.0,1559.0,5.0,4.0,0.94,1963,,Yes,No,2.0,10.0,13.0,Yes,1.47,4020.0
11141,Illinois,Springfield,522357.0,4254.0,5.0,2.0,3.11,1978,1366.0,Yes,No,3.0,7.0,11.0,Yes,2.69,6006.0
11142,Nevada,Henderson,1189908.0,4236.0,3.0,4.0,3.33,2013,4018.0,Yes,Yes,1.0,3.0,79.0,No,0.55,3795.0
11143,New York,New York City,1220485.0,782.0,2.0,2.0,2.56,1989,3238.0,Yes,Yes,1.0,5.0,13.0,Yes,0.58,3799.0
11144,Texas,Austin,711328.0,3168.0,4.0,,0.73,1980,2376.0,Yes,Yes,3.0,10.0,94.0,No,2.57,5398.0
11145,Georgia,Savannah,665602.0,1216.0,2.0,4.0,1.98,1951,2280.0,Yes,Yes,3.0,4.0,84.0,No,0.54,5622.0
11146,New York,New York City,4731357.0,3136.0,,4.0,4.61,2002,15158.0,Yes,Yes,,2.0,93.0,No,2.61,5747.0
11147,Nevada,Carson City,,2772.0,2.0,1.0,3.13,2020,1290.0,No,No,0.0,4.0,86.0,Yes,,6038.0
11148,Arizona,Tucson,764217.0,3984.0,5.0,1.0,0.89,1984,1556.0,Yes,No,2.0,5.0,55.0,Yes,1.89,6306.0
11149,Nevada,Reno,888618.0,1782.0,1.0,1.0,4.98,1987,2334.0,Yes,Yes,0.0,4.0,53.0,No,,4614.0
11150,Arizona,Tucson,367303.0,4127.0,1.0,3.0,4.23,1992,1769.0,Yes,No,2.0,7.0,26.0,Yes,2.19,5392.0
11151,Illinois,Springfield,261497.0,,4.0,2.0,4.23,1976,645.0,No,Yes,0.0,,95.0,No,0.9,3581.0
11152,Georgia,Augusta,389310.0,3061.0,2.0,3.0,4.33,2002,1005.0,Yes,No,0.0,3.0,57.0,No,1.61,1480.0
11153,Georgia,Atlanta,1360089.0,3420.0,1.0,2.0,2.83,1990,3954.0,Yes,Yes,3.0,1.0,55.0,Yes,2.54,2229.0
11154,Arizona,Tucson,411953.0,1904.0,1.0,2.0,0.53,1993,1059.0,Yes,No,2.0,5.0,1.0,Yes,1.52,5060.0
11155,New York,New York City,1750158.0,2813.0,1.0,3.0,2.37,1988,7125.0,No,No,3.0,5.0,90.0,No,2.82,5891.0
11156,Illinois,Chicago,744053.0,1205.0,2.0,2.0,2.31,1962,1693.0,No,Yes,0.0,10.0,74.0,No,1.18,1540.0
11157,Florida,Tampa,552511.0,,2.0,2.0,2.32,2015,1531.0,Yes,No,0.0,5.0,37.0,Yes,2.24,1752.0
11158,Florida,Orlando,896233.0,4781.0,2.0,1.0,1.56,2017,3148.0,No,No,1.0,6.0,16.0,No,3.0,6213.0
11159,Illinois,Chicago,876870.0,2148.0,5.0,2.0,2.53,2007,3636.0,Yes,No,2.0,9.0,,Yes,0.9,3492.0
11160,New York,Rochester,590329.0,2630.0,3.0,2.0,3.13,2015,1736.0,No,No,0.0,,98.0,No,2.54,3368.0
11161,Nevada,Las Vegas,1023050.0,1394.0,3.0,1.0,3.37,1975,4667.0,No,No,,10.0,53.0,No,2.59,5789.0
11162,Illinois,Peoria,641495.0,738.0,5.0,4.0,1.88,1957,,No,No,0.0,7.0,96.0,Yes,1.26,3859.0
11163,California,San Francisco,5701484.0,1171.0,5.0,3.0,4.45,2016,21164.0,Yes,No,0.0,4.0,60.0,No,2.41,5780.0
11164,Florida,Tampa,522122.0,3530.0,,4.0,4.26,2002,1990.0,No,No,3.0,4.0,26.0,No,1.13,1654.0
11165,Arizona,Scottsdale,1761152.0,2308.0,4.0,4.0,3.85,1967,5266.0,Yes,Yes,0.0,2.0,82.0,Yes,1.95,5710.0
11166,California,Los Angeles,2192165.0,623.0,3.0,,3.54,2002,8571.0,No,No,2.0,8.0,4.0,No,1.24,
11167,Florida,Jacksonville,283724.0,4780.0,1.0,4.0,2.82,1984,1304.0,Yes,Yes,3.0,9.0,4.0,No,,5166.0
11168,Arizona,Tucson,766660.0,3598.0,4.0,4.0,1.03,1956,2547.0,No,Yes,1.0,2.0,18.0,No,2.14,3885.0
11169,New York,Albany,405352.0,3357.0,3.0,,0.61,2017,1281.0,No,No,0.0,9.0,70.0,No,,4324.0
11170,Georgia,Columbus,363178.0,3588.0,1.0,2.0,4.34,1965,1013.0,Yes,Yes,,,26.0,No,1.98,1346.0
11171,Nevada,Henderson,578884.0,1461.0,2.0,1.0,1.04,2003,2254.0,Yes,Yes,2.0,10.0,16.0,No,0.92,
11172,Illinois,Chicago,1209338.0,2642.0,,4.0,4.35,2011,3039.0,No,No,3.0,6.0,50.0,Yes,,2962.0
11173,Georgia,Atlanta,1367787.0,4339.0,4.0,2.0,2.89,1984,2857.0,No,No,0.0,4.0,39.0,Yes,0.87,6074.0
11174,Arizona,Phoenix,1421043.0,1789.0,2.0,1.0,3.22,1992,5521.0,Yes,No,2.0,1.0,43.0,No,2.24,4822.0
11175,Nevada,Reno,603054.0,4540.0,3.0,2.0,1.28,2006,2624.0,No,No,3.0,7.0,54.0,No,1.9,6622.0
11176,Illinois,Naperville,966120.0,2441.0,4.0,4.0,2.4,1972,2297.0,Yes,No,1.0,1.0,95.0,Yes,2.0,4035.0
11177,Florida,Jacksonville,701473.0,1863.0,2.0,3.0,2.08,1982,1686.0,No,No,1.0,4.0,65.0,Yes,1.07,5213.0
11178,New York,New York City,3505027.0,3191.0,3.0,3.0,4.06,1957,7499.0,Yes,Yes,,6.0,10.0,Yes,1.1,6824.0
11179,Texas,Austin,1174777.0,2225.0,4.0,1.0,2.25,2002,5093.0,Yes,No,3.0,8.0,76.0,No,1.87,3556.0
11180,Florida,Orlando,580398.0,3280.0,1.0,2.0,1.41,1966,1551.0,Yes,No,3.0,7.0,78.0,Yes,1.54,4548.0
11181,Arizona,Tucson,674247.0,3456.0,3.0,3.0,4.59,2000,1794.0,No,Yes,,5.0,46.0,Yes,0.68,4177.0
11182,Georgia,Columbus,,3001.0,1.0,4.0,1.19,2015,2927.0,No,Yes,2.0,4.0,12.0,No,1.35,5542.0
11183,Georgia,Augusta,588773.0,1061.0,4.0,2.0,1.32,1997,2519.0,No,Yes,2.0,4.0,70.0,Yes,2.54,6899.0
11184,Nevada,Reno,1334558.0,2513.0,2.0,1.0,4.14,2012,5911.0,No,No,2.0,1.0,83.0,No,1.93,
11185,Georgia,Augusta,763560.0,2709.0,,3.0,3.97,2019,1909.0,Yes,No,3.0,8.0,25.0,Yes,2.84,4267.0
11186,Nevada,Henderson,429671.0,3969.0,4.0,2.0,2.14,1967,1761.0,No,No,0.0,9.0,66.0,Yes,2.19,
11187,Nevada,Reno,865989.0,2070.0,2.0,4.0,3.05,1953,2283.0,No,Yes,2.0,5.0,3.0,No,0.77,2700.0
11188,Arizona,Scottsdale,2353587.0,653.0,3.0,1.0,1.83,1952,9758.0,No,No,3.0,5.0,4.0,Yes,1.83,3809.0
11189,Texas,Houston,679415.0,4166.0,,2.0,2.71,1987,1948.0,No,Yes,1.0,5.0,77.0,Yes,2.63,4237.0
11190,New York,Buffalo,282031.0,,5.0,1.0,3.88,1960,1357.0,No,Yes,3.0,9.0,61.0,Yes,2.83,2251.0
11191,Florida,Miami,2070318.0,1415.0,1.0,1.0,4.52,1985,7937.0,Yes,No,2.0,8.0,59.0,Yes,2.21,1455.0
11192,New York,Rochester,393119.0,1192.0,3.0,3.0,0.53,1971,1366.0,Yes,Yes,0.0,7.0,31.0,Yes,1.16,2116.0
11193,Florida,Orlando,971133.0,1493.0,,4.0,0.58,2020,3202.0,No,No,3.0,7.0,38.0,No,1.61,5649.0
11194,Texas,San Antonio,453368.0,3569.0,3.0,3.0,4.05,2011,1618.0,Yes,Yes,2.0,2.0,37.0,Yes,2.37,4518.0
11195,Nevada,Carson City,584026.0,3842.0,2.0,1.0,0.28,2017,2494.0,Yes,No,1.0,1.0,67.0,No,2.11,
11196,Illinois,Springfield,228605.0,1311.0,5.0,1.0,3.92,1965,861.0,Yes,No,0.0,5.0,70.0,Yes,1.84,1861.0
11197,Arizona,Scottsdale,2513953.0,2029.0,1.0,2.0,1.89,2005,11196.0,No,Yes,3.0,8.0,11.0,Yes,1.29,6839.0
11198,Nevada,Carson City,519680.0,1616.0,3.0,3.0,3.0,1977,2312.0,Yes,No,2.0,3.0,32.0,Yes,0.67,1605.0
11199,Arizona,Scottsdale,751348.0,4242.0,2.0,3.0,2.64,2011,1622.0,Yes,Yes,3.0,4.0,45.0,Yes,1.86,
11200,California,San Diego,1949536.0,4594.0,3.0,3.0,4.65,2012,5923.0,Yes,Yes,3.0,8.0,,No,1.47,5355.0
11201,New York,Buffalo,225935.0,731.0,4.0,3.0,2.67,1952,864.0,Yes,No,2.0,2.0,84.0,No,2.61,
11202,New York,Rochester,581694.0,4495.0,5.0,1.0,2.9,1994,2637.0,No,Yes,3.0,7.0,35.0,No,1.34,2343.0
11203,California,Sacramento,,931.0,5.0,3.0,2.35,1979,3269.0,Yes,Yes,2.0,4.0,7.0,No,2.13,
11204,Nevada,Henderson,934000.0,3454.0,2.0,2.0,4.0,1993,3437.0,No,Yes,3.0,7.0,9.0,No,1.12,2658.0
11205,Illinois,Chicago,648224.0,3795.0,5.0,1.0,0.52,2019,2679.0,No,No,,6.0,84.0,No,1.12,6828.0
11206,California,San Francisco,1819005.0,,1.0,,1.93,1958,6594.0,No,Yes,0.0,9.0,97.0,Yes,1.34,6904.0
11207,New York,Albany,,4286.0,3.0,2.0,0.18,2019,2391.0,Yes,No,0.0,6.0,34.0,No,2.65,6492.0
11208,New York,Rochester,322415.0,3922.0,1.0,,1.45,2007,1456.0,Yes,No,1.0,6.0,2.0,No,1.26,1807.0
11209,Georgia,Augusta,474655.0,2984.0,1.0,3.0,0.73,1954,2209.0,Yes,Yes,2.0,3.0,89.0,No,2.04,2725.0
11210,New York,Albany,641854.0,4914.0,1.0,3.0,2.12,2004,2717.0,No,No,0.0,3.0,56.0,No,0.72,4828.0
11211,Nevada,Henderson,409997.0,4129.0,3.0,2.0,0.87,1986,1863.0,No,No,1.0,6.0,28.0,No,2.55,6492.0
11212,Georgia,Columbus,501616.0,,2.0,3.0,2.47,2001,1125.0,Yes,Yes,1.0,1.0,49.0,No,0.56,2108.0
11213,Illinois,Chicago,878956.0,2340.0,5.0,1.0,1.1,1951,3575.0,Yes,Yes,,4.0,54.0,No,2.04,4031.0
11214,Florida,Jacksonville,301679.0,3463.0,5.0,1.0,0.18,2021,843.0,No,No,0.0,6.0,32.0,No,0.9,4233.0
11215,Arizona,Scottsdale,2891421.0,,2.0,4.0,1.53,2007,13711.0,Yes,No,1.0,2.0,15.0,No,0.69,
11216,Arizona,Mesa,1136656.0,1459.0,2.0,3.0,4.86,2002,4270.0,No,Yes,0.0,3.0,12.0,Yes,1.69,4025.0
11217,Nevada,Henderson,1007363.0,3736.0,,4.0,0.67,2002,2573.0,No,No,1.0,4.0,75.0,No,1.63,5941.0
11218,California,San Diego,2309078.0,2727.0,3.0,2.0,0.51,1983,6898.0,No,Yes,3.0,1.0,75.0,Yes,2.95,2294.0
11219,Florida,Orlando,558665.0,,3.0,3.0,0.13,1976,1614.0,Yes,Yes,1.0,5.0,54.0,Yes,0.51,2827.0
11220,Florida,Jacksonville,383730.0,2024.0,4.0,2.0,0.53,1962,881.0,Yes,Yes,3.0,2.0,61.0,No,2.65,1270.0
11221,Texas,San Antonio,499005.0,3107.0,5.0,3.0,3.82,2001,1712.0,No,No,1.0,10.0,59.0,Yes,1.34,5427.0
11222,California,Los Angeles,4251323.0,2771.0,2.0,,0.37,1971,16172.0,No,No,3.0,4.0,83.0,No,2.33,3576.0
11223,Georgia,Columbus,527213.0,4557.0,,4.0,3.51,1982,1688.0,Yes,Yes,3.0,9.0,20.0,No,,2326.0
11224,Texas,San Antonio,518783.0,4507.0,4.0,2.0,0.24,1994,1641.0,No,Yes,,1.0,7.0,Yes,1.62,2403.0
11225,Texas,Dallas,508179.0,2258.0,2.0,,2.73,1989,1028.0,Yes,Yes,0.0,5.0,99.0,Yes,2.69,4684.0
11226,Florida,Jacksonville,567871.0,2944.0,2.0,2.0,2.39,2013,1151.0,No,Yes,2.0,,97.0,Yes,0.99,4680.0
11227,California,San Francisco,5379937.0,3623.0,3.0,3.0,0.86,2015,,No,No,2.0,1.0,84.0,No,1.46,5103.0
11228,New York,Rochester,481817.0,,4.0,1.0,1.96,2000,1333.0,Yes,No,2.0,7.0,54.0,Yes,1.99,4951.0
11229,Texas,Austin,1373153.0,3979.0,3.0,,3.87,1958,6502.0,Yes,No,2.0,5.0,97.0,Yes,0.96,6370.0
11230,Texas,Houston,,2081.0,5.0,1.0,1.91,1954,1322.0,No,Yes,2.0,10.0,15.0,Yes,2.28,4230.0
11231,New York,Rochester,456838.0,4932.0,3.0,,4.17,1955,1158.0,No,Yes,3.0,10.0,50.0,No,0.64,2212.0
11232,Florida,Orlando,654008.0,4553.0,3.0,3.0,2.28,1979,2962.0,Yes,Yes,2.0,6.0,36.0,No,0.79,5043.0
11233,Nevada,Las Vegas,508957.0,2855.0,3.0,3.0,1.37,2001,2301.0,No,Yes,2.0,7.0,71.0,Yes,2.65,5136.0
11234,Georgia,Savannah,730356.0,1347.0,2.0,1.0,1.81,2016,3433.0,No,No,1.0,7.0,35.0,Yes,0.86,
11235,California,San Diego,1390781.0,4989.0,1.0,2.0,4.25,1953,4831.0,Yes,No,2.0,4.0,96.0,No,1.32,2881.0
11236,Texas,San Antonio,477522.0,3461.0,2.0,4.0,0.42,1957,1960.0,Yes,Yes,3.0,7.0,70.0,No,1.14,4728.0
11237,Florida,Tampa,1145838.0,3249.0,,4.0,3.87,1985,3322.0,No,Yes,,6.0,19.0,No,1.5,1076.0
11238,Texas,Houston,692844.0,2210.0,5.0,4.0,2.5,1962,2168.0,Yes,No,3.0,6.0,73.0,No,2.52,
11239,Georgia,Savannah,864649.0,2816.0,3.0,3.0,4.55,2002,1906.0,Yes,No,3.0,1.0,28.0,Yes,0.62,2040.0
11240,Georgia,Savannah,732478.0,3036.0,2.0,4.0,3.64,1986,2260.0,No,No,3.0,1.0,83.0,No,1.65,3076.0
11241,Arizona,Scottsdale,1901343.0,2680.0,4.0,2.0,1.77,1957,,Yes,Yes,,7.0,70.0,No,2.78,3306.0
11242,California,San Francisco,2876995.0,751.0,4.0,3.0,1.08,2005,6882.0,No,No,3.0,10.0,57.0,No,2.84,5901.0
11243,Arizona,Tucson,813923.0,4413.0,2.0,1.0,2.82,1981,1650.0,No,Yes,0.0,8.0,69.0,Yes,2.81,5700.0
11244,California,Los Angeles,827276.0,4816.0,1.0,2.0,2.38,2021,3484.0,Yes,Yes,2.0,10.0,16.0,No,1.06,
11245,Georgia,Augusta,705573.0,3701.0,5.0,1.0,1.75,1952,1474.0,Yes,Yes,2.0,,100.0,Yes,2.25,2291.0
11246,Illinois,Springfield,371440.0,4060.0,5.0,,0.57,1994,1206.0,Yes,Yes,2.0,10.0,15.0,No,1.16,1119.0
11247,Arizona,Phoenix,769961.0,1914.0,5.0,1.0,3.92,2017,2888.0,Yes,Yes,1.0,5.0,71.0,Yes,2.67,1380.0
11248,Georgia,Atlanta,1145931.0,1881.0,3.0,1.0,0.77,2018,2394.0,Yes,Yes,2.0,8.0,48.0,No,2.4,1210.0
11249,New York,Buffalo,391047.0,3127.0,3.0,1.0,4.43,2005,787.0,Yes,No,0.0,4.0,29.0,Yes,0.58,1414.0
11250,Georgia,Atlanta,1203025.0,3052.0,4.0,4.0,2.21,1953,3948.0,Yes,Yes,3.0,10.0,41.0,Yes,0.79,
11251,Illinois,Springfield,476224.0,1228.0,2.0,1.0,1.22,1950,2116.0,No,Yes,0.0,1.0,64.0,No,1.78,1083.0
11252,California,San Francisco,4803575.0,4372.0,1.0,2.0,4.15,2007,11857.0,Yes,Yes,3.0,1.0,20.0,Yes,2.03,
11253,Florida,Miami,2110654.0,4987.0,5.0,3.0,2.57,1963,9928.0,Yes,No,3.0,2.0,94.0,Yes,,2195.0
11254,Illinois,Chicago,870091.0,864.0,,4.0,4.93,1981,3165.0,No,Yes,0.0,5.0,71.0,No,1.64,6145.0
11255,Georgia,Augusta,505330.0,2819.0,4.0,4.0,1.17,2006,1858.0,Yes,Yes,1.0,3.0,70.0,Yes,1.55,2377.0
11256,Nevada,Reno,1109418.0,3775.0,2.0,4.0,4.98,1979,2925.0,No,Yes,2.0,10.0,96.0,Yes,2.61,4986.0
11257,Texas,Austin,808503.0,3435.0,5.0,2.0,3.15,1991,2772.0,Yes,Yes,2.0,9.0,,Yes,,1442.0
11258,Texas,Austin,1347003.0,2317.0,5.0,2.0,2.95,1982,5884.0,No,Yes,1.0,3.0,66.0,No,,3860.0
11259,Illinois,Chicago,885018.0,3732.0,2.0,,2.8,1981,,No,Yes,1.0,8.0,92.0,Yes,2.54,6700.0
11260,Nevada,Henderson,470773.0,4450.0,4.0,4.0,2.02,2005,1158.0,No,No,3.0,2.0,13.0,No,2.66,3365.0
11261,Arizona,Mesa,1158753.0,4232.0,1.0,3.0,3.78,2017,4172.0,No,Yes,2.0,2.0,97.0,Yes,1.78,3073.0
11262,Arizona,Mesa,460148.0,,1.0,,0.19,2000,2203.0,No,No,1.0,9.0,20.0,No,2.04,1450.0
11263,New York,Albany,560290.0,2445.0,4.0,3.0,3.2,1962,,No,Yes,,3.0,33.0,No,2.56,2524.0
11264,New York,Buffalo,208766.0,3100.0,3.0,1.0,2.91,2012,429.0,No,No,1.0,6.0,52.0,No,,6702.0
11265,California,Sacramento,689114.0,3499.0,2.0,2.0,2.06,2000,2434.0,Yes,No,3.0,7.0,54.0,No,0.69,6520.0
11266,Georgia,Augusta,599124.0,1299.0,1.0,4.0,3.11,1992,2759.0,No,Yes,0.0,5.0,45.0,No,1.62,5675.0
11267,New York,Albany,360342.0,2815.0,3.0,1.0,3.3,2003,758.0,No,No,0.0,10.0,91.0,No,1.94,6793.0
11268,New York,Rochester,262880.0,3308.0,1.0,1.0,0.78,2000,761.0,Yes,No,2.0,7.0,23.0,Yes,1.06,3199.0
11269,Arizona,Phoenix,1000850.0,,4.0,4.0,3.28,1963,4282.0,No,Yes,3.0,4.0,,Yes,2.37,2065.0
11270,Georgia,Augusta,255627.0,1386.0,5.0,1.0,2.1,2003,633.0,No,Yes,1.0,4.0,36.0,No,0.68,5187.0
11271,Nevada,Carson City,,1196.0,3.0,1.0,2.58,1965,763.0,Yes,Yes,2.0,10.0,72.0,No,2.33,5775.0
11272,Nevada,Reno,559682.0,1762.0,4.0,4.0,2.12,1958,2267.0,No,No,1.0,6.0,12.0,No,,6494.0
11273,New York,Albany,,1742.0,4.0,1.0,3.05,1954,2308.0,No,No,0.0,1.0,48.0,Yes,2.43,1455.0
11274,New York,New York City,2247772.0,1926.0,2.0,3.0,4.46,1951,6417.0,No,Yes,1.0,4.0,46.0,No,2.35,5213.0
11275,Georgia,Atlanta,1188918.0,1204.0,2.0,1.0,2.18,2013,3820.0,Yes,Yes,,4.0,4.0,No,2.13,
11276,Illinois,Springfield,304535.0,,5.0,2.0,2.71,1969,1022.0,Yes,Yes,0.0,4.0,84.0,Yes,2.99,3221.0
11277,Florida,Tampa,811716.0,1391.0,5.0,3.0,1.68,2004,2936.0,No,No,1.0,1.0,7.0,No,1.76,1474.0
11278,California,San Diego,2761641.0,,4.0,,0.79,1973,9500.0,No,No,3.0,10.0,45.0,No,1.75,4653.0
11279,Nevada,Las Vegas,818754.0,3677.0,1.0,2.0,1.19,2016,2847.0,No,No,3.0,7.0,58.0,No,2.62,1520.0
11280,Texas,Houston,852688.0,2600.0,5.0,4.0,4.13,2018,,No,Yes,2.0,9.0,33.0,No,2.96,5433.0
11281,New York,Albany,364643.0,921.0,1.0,2.0,2.75,2014,839.0,No,No,0.0,7.0,,Yes,2.92,3572.0
11282,Florida,Orlando,385795.0,2307.0,1.0,2.0,0.34,2018,1829.0,Yes,No,3.0,2.0,4.0,Yes,1.26,3014.0
11283,Nevada,Henderson,555402.0,650.0,5.0,1.0,1.3,1996,1541.0,No,Yes,2.0,2.0,89.0,Yes,1.19,6309.0
