job_title,job_category,experience_level,salary,salary_currency,salary_in_usd,company_location,employee_residence,work_setting,employment_type,company_size,work_year
Data Scientist,Data Science and Research,Senior,308000,USD,308000,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,307100,USD,307100,United States,United States,Remote,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,307100,USD,307100,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,306400,USD,306400,Canada,Canada,In-person,Full-time,M,2023
Data Architect,Data Architecture and Modeling,Senior,306000,USD,306000,United States,United States,Remote,Full-time,M,2023
Research Engineer,Data Science and Research,Senior,306000,USD,306000,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,305600,USD,305600,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,305600,USD,305600,United States,United States,In-person,Full-time,M,2023
AI Architect,Machine Learning and AI,Senior,305100,USD,305100,United States,United States,Remote,Full-time,M,2023
ML Engineer,Machine Learning and AI,Senior,305000,USD,305000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,305000,USD,305000,United States,United States,Remote,Full-time,M,2023
Data Engineer,Data Engineering,Senior,304750,USD,304750,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,304750,USD,304750,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Senior,304750,USD,304750,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,304200,USD,304200,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,304000,USD,304000,United States,United States,Remote,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,303400,USD,303400,United States,United States,Remote,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,303400,USD,303400,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,303400,USD,303400,Canada,Canada,Remote,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,303050,USD,303050,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,303050,USD,303050,United States,United States,In-person,Full-time,M,2023
Research Scientist,Data Science and Research,Senior,302840,USD,302840,United States,United States,In-person,Full-time,M,2024
Machine Learning Software Engineer,Machine Learning and AI,Senior,302000,USD,302000,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,300240,USD,300240,United States,United States,In-person,Full-time,M,2023
Data Infrastructure Engineer,Data Engineering,Senior,300105,USD,300105,United States,United States,In-person,Full-time,M,2023
Machine Learning Infrastructure Engineer,Machine Learning and AI,Senior,300000,USD,300000,United States,United States,In-person,Full-time,M,2024
Data Science,Data Science and Research,Expert,300000,USD,300000,United States,United States,Remote,Full-time,M,2024
Data Engineer,Data Engineering,Senior,300000,USD,300000,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Intermediate,300000,USD,300000,United States,United States,In-person,Full-time,M,2024
Research Analyst,Data Science and Research,Junior,300000,USD,300000,United States,United States,In-person,Full-time,M,2024
Research Analyst,Data Science and Research,Junior,300000,USD,300000,United States,United States,Remote,Full-time,M,2024
Research Engineer,Data Science and Research,Senior,300000,USD,300000,United Kingdom,United Kingdom,In-person,Full-time,M,2024
ML Engineer,Machine Learning and AI,Senior,300000,USD,300000,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,300000,USD,300000,United States,United States,Remote,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,300000,USD,300000,United States,United States,In-person,Full-time,M,2024
Research Engineer,Data Science and Research,Senior,300000,USD,300000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,300000,USD,300000,United States,United States,Remote,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,300000,USD,300000,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,300000,USD,300000,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Intermediate,300000,USD,300000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,300000,USD,300000,United States,United States,In-person,Full-time,M,2023
Research Engineer,Data Science and Research,Intermediate,300000,USD,300000,United States,United States,In-person,Full-time,M,2023
Machine Learning Scientist,Machine Learning and AI,Senior,300000,USD,300000,United States,United States,In-person,Full-time,M,2023
Analytics Engineer,Data Engineering,Intermediate,300000,GBP,369120,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Research Scientist,Data Science and Research,Intermediate,300000,USD,300000,United States,United States,In-person,Full-time,M,2023
Research Scientist,Data Science and Research,Senior,300000,USD,300000,United States,United States,In-person,Full-time,M,2023
ML Engineer,Machine Learning and AI,Senior,300000,USD,300000,United States,United States,In-person,Full-time,M,2023
AI Engineer,Machine Learning and AI,Intermediate,300000,GBP,369120,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Analyst,Data Analysis,Intermediate,300000,GBP,369120,United Kingdom,United Kingdom,In-person,Full-time,M,2023
AI Engineer,Machine Learning and AI,Intermediate,300000,USD,300000,Qatar,Qatar,Remote,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Intermediate,300000,USD,300000,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Managing Director Data Science,Data Science and Research,Expert,300000,USD,300000,United States,United States,Remote,Full-time,L,2020
ML Engineer,Machine Learning and AI,Intermediate,300000,USD,300000,Australia,Australia,In-person,Full-time,M,2023
Finance Data Analyst,Data Analysis,Senior,300000,EUR,323905,United States,France,Remote,Contract,M,2023
Data Scientist,Data Science and Research,Expert,300000,USD,300000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,300000,USD,300000,United States,United States,In-person,Full-time,M,2022
Research Scientist,Data Science and Research,Senior,300000,USD,300000,United States,United States,Remote,Full-time,M,2022
Data Science Manager,Data Science and Research,Senior,300000,USD,300000,United States,United States,Remote,Full-time,M,2022
AI Scientist,Machine Learning and AI,Junior,300000,DKK,45896,Denmark,Denmark,Hybrid,Full-time,S,2020
Data Architect,Data Architecture and Modeling,Senior,299792,USD,299792,United States,United States,In-person,Full-time,M,2024
Data Science Manager,Data Science and Research,Senior,299500,USD,299500,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Expert,299500,USD,299500,United States,United States,Remote,Full-time,M,2023
Data Science Manager,Data Science and Research,Senior,299500,USD,299500,United States,United States,In-person,Full-time,M,2022
Machine Learning Engineer,Machine Learning and AI,Senior,299000,USD,299000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Expert,297500,USD,297500,United States,United States,Remote,Full-time,M,2022
Data Scientist,Data Science and Research,Senior,297300,USD,297300,United States,United States,Remote,Full-time,M,2023
Data Science Manager,Data Science and Research,Senior,297300,USD,297300,United States,United States,Remote,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,297300,USD,297300,United States,United States,Remote,Full-time,M,2023
ML Engineer,Machine Learning and AI,Senior,297300,USD,297300,United States,United States,Remote,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,297000,USD,297000,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,297000,USD,297000,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,297000,USD,297000,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,296980,USD,296980,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Intermediate,296980,USD,296980,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,296400,USD,296400,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,296400,USD,296400,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,296100,USD,296100,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,296100,USD,296100,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Expert,295500,USD,295500,United States,United States,Remote,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,295490,USD,295490,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,295490,USD,295490,United States,United States,In-person,Full-time,M,2023
Research Engineer,Data Science and Research,Intermediate,295000,USD,295000,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Senior,295000,USD,295000,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Intermediate,295000,USD,295000,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,295000,USD,295000,United States,United States,In-person,Full-time,M,2024
Research Engineer,Data Science and Research,Senior,295000,USD,295000,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,295000,USD,295000,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,294000,USD,294000,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,294000,USD,294000,United States,United States,In-person,Full-time,M,2023
Research Scientist,Data Science and Research,Senior,293000,USD,293000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,293000,USD,293000,United States,United States,In-person,Full-time,M,2023
Research Engineer,Data Science and Research,Senior,293000,USD,293000,United States,United States,In-person,Full-time,M,2023
Machine Learning Scientist,Machine Learning and AI,Senior,292200,USD,292200,United States,United States,Remote,Full-time,M,2023
Machine Learning Scientist,Machine Learning and AI,Senior,292000,USD,292000,United States,United States,Remote,Full-time,M,2023
Data Analyst,Data Analysis,Junior,291900,USD,291900,United States,United States,In-person,Full-time,M,2024
ML Engineer,Machine Learning and AI,Senior,291500,USD,291500,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,291500,USD,291500,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,290300,USD,290300,United States,United States,In-person,Full-time,M,2023
Research Scientist,Data Science and Research,Senior,290000,USD,290000,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Expert,290000,USD,290000,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,290000,USD,290000,United States,United States,In-person,Full-time,M,2024
Research Engineer,Data Science and Research,Senior,290000,USD,290000,United States,United States,In-person,Full-time,M,2024
Applied Scientist,Data Architecture and Modeling,Senior,290000,USD,290000,United States,United States,Remote,Full-time,M,2024
